Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
8:15:00 PM,9.0,Thursday,91.0,13.0,18.0,13.0,135.0,
8:30:00 PM,9.0,Thursday,67.0,19.0,11.0,,105.0,low
8:45:00 PM,9.0,Thursday,61.0,14.0,10.0,5.0,90.0,low
9:00:00 PM,9.0,Thursday,107.0,13.0,14.0,28.0,162.0,high
9:15:00 PM,9.0,,91.0,5.0,12.0,34.0,142.0,high
,9.0,Thursday,106.0,18.0,,27.0,164.0,high
9:45:00 PM,,Thursday,107.0,14.0,10.0,,149.0,normal
10:00:00 PM,9.0,Thursday,17.0,4.0,1.0,20.0,42.0,normal
10:15:00 PM,9.0,Thursday,11.0,4.0,1.0,30.0,46.0,normal
10:30:00 PM,9.0,Thursday,11.0,4.0,0.0,23.0,,normal
10:45:00 PM,9.0,,16.0,3.0,1.0,36.0,56.0,normal
11:00:00 PM,9.0,Thursday,11.0,0.0,1.0,30.0,42.0,normal
11:15:00 PM,,Thursday,15.0,4.0,1.0,25.0,45.0,normal
11:30:00 PM,9.0,,16.0,,0.0,27.0,48.0,normal
11:45:00 PM,9.0,Thursday,14.0,3.0,1.0,15.0,33.0,normal
8:00:00 PM,,,20.0,24.0,1.0,29.0,33.0,normal
5:30:00 AM,,Thursday,117.0,15.0,3.0,3.0,51.0,
6:30:00 PM,,Monday,142.0,7.0,,11.0,,normal
1:15:00 AM,,Tuesday,,6.0,39.0,,177.0,normal
11:45:00 AM,6.0,,54.0,16.0,10.0,6.0,71.0,low
5:15:00 PM,,Friday,16.0,24.0,,6.0,188.0,high
7:45:00 PM,24.0,Thursday,,5.0,0.0,40.0,,low
,14.0,Thursday,151.0,5.0,12.0,,155.0,
,17.0,Tuesday,36.0,0.0,44.0,,36.0,heavy
7:00:00 AM,,,,21.0,1.0,11.0,115.0,
8:45:00 AM,20.0,Friday,66.0,8.0,0.0,12.0,86.0,low
5:45:00 AM,26.0,Thursday,1.0,12.0,5.0,4.0,92.0,low
4:30:00 AM,23.0,Monday,46.0,0.0,0.0,0.0,65.0,low
5:30:00 PM,3.0,Friday,75.0,5.0,16.0,7.0,5.0,low
9:15:00 PM,27.0,Friday,51.0,10.0,6.0,16.0,71.0,low
9:30:00 AM,30.0,Monday,35.0,5.0,3.0,2.0,0.0,low
3:45:00 PM,15.0,Sunday,54.0,21.0,14.0,17.0,5.0,low
5:45:00 AM,6.0,Monday,79.0,15.0,4.0,9.0,110.0,low
10:30:00 PM,1.0,,15.0,2.0,0.0,10.0,27.0,low
3:30:00 AM,5.0,Sunday,18.0,6.0,4.0,15.0,34.0,low
2:30:00 AM,27.0,Friday,8.0,0.0,0.0,7.0,19.0,low
1:30:00 AM,2.0,Thursday,10.0,4.0,1.0,11.0,26.0,low
12:15:00 AM,20.0,Friday,9.0,0.0,0.0,7.0,26.0,low
12:00:00 AM,30.0,Monday,8.0,0.0,0.0,7.0,0.0,low
3:30:00 PM,24.0,Tuesday,67.0,16.0,8.0,11.0,96.0,low
,27.0,,33.0,12.0,10.0,3.0,3.0,low
8:30:00 AM,20.0,Friday,50.0,17.0,4.0,8.0,85.0,low
7:45:00 PM,14.0,Saturday,2.0,9.0,14.0,14.0,89.0,low
4:30:00 AM,,Wednesday,66.0,15.0,0.0,9.0,96.0,low
1:00:00 AM,25.0,Wednesday,20.0,0.0,0.0,10.0,30.0,low
5:15:00 AM,6.0,Monday,90.0,0.0,5.0,0.0,103.0,low
7:30:00 PM,20.0,Friday,38.0,4.0,3.0,10.0,0.0,low
1:00:00 AM,25.0,Wednesday,25.0,5.0,5.0,15.0,35.0,low
3:45:00 PM,15.0,Sunday,54.0,21.0,14.0,17.0,5.0,low
6:30:00 AM,13.0,Friday,25.0,0.0,0.0,8.0,44.0,low
7:45:00 PM,27.0,Friday,27.0,12.0,6.0,7.0,37.0,low
9:00:00 PM,22.0,Saturday,0.0,14.0,7.0,1.0,93.0,low
5:45:00 AM,26.0,Thursday,0.0,11.0,4.0,3.0,91.0,low
,,Tuesday,62.0,7.0,0.0,5.0,83.0,low
,20.0,Friday,23.0,0.0,2.0,0.0,0.0,low
5:15:00 AM,15.0,Sunday,72.0,0.0,4.0,6.0,89.0,low
9:30:00 PM,16.0,Monday,57.0,23.0,3.0,12.0,96.0,low
4:30:00 PM,13.0,Friday,4.0,26.0,12.0,6.0,108.0,low
9:45:00 PM,20.0,Friday,5.0,11.0,8.0,14.0,48.0,low
10:00:00 PM,4.0,Saturday,15.0,6.0,6.0,17.0,29.0,low
10:00:00 PM,,Friday,18.0,0.0,0.0,10.0,30.0,low
1:45:00 AM,1.0,Wednesday,16.0,0.0,0.0,10.0,0.0,low
5:45:00 AM,10.0,Tuesday,57.0,13.0,3.0,11.0,84.0,low
6:00:00 PM,3.0,Friday,0.0,17.0,8.0,0.0,85.0,low
12:15:00 AM,20.0,Friday,9.0,0.0,0.0,7.0,26.0,low
6:45:00 PM,,Friday,65.0,25.0,0.0,1.0,92.0,low
2:15:00 PM,16.0,Monday,23.0,13.0,12.0,6.0,54.0,low
,10.0,Tuesday,48.0,3.0,4.0,6.0,52.0,low
9:30:00 AM,26.0,Thursday,0.0,21.0,7.0,2.0,63.0,low
1:45:00 AM,11.0,Wednesday,16.0,2.0,0.0,9.0,31.0,low
7:00:00 AM,13.0,Friday,52.0,9.0,0.0,6.0,0.0,low
,23.0,,59.0,21.0,0.0,4.0,94.0,low
,30.0,Monday,46.0,26.0,9.0,13.0,82.0,low
6:00:00 PM,3.0,Friday,0.0,21.0,12.0,1.0,89.0,low
6:45:00 AM,27.0,Friday,85.0,21.0,5.0,15.0,111.0,low
8:15:00 PM,21.0,Sunday,63.0,19.0,12.0,2.0,98.0,low
6:00:00 PM,3.0,Friday,0.0,22.0,13.0,2.0,90.0,low
5:15:00 AM,10.0,Tuesday,65.0,27.0,0.0,8.0,0.0,low
10:00:00 PM,4.0,Saturday,9.0,0.0,0.0,11.0,23.0,low
2:15:00 PM,2.0,Thursday,75.0,18.0,17.0,15.0,110.0,low
9:45:00 PM,3.0,Friday,0.0,5.0,5.0,1.0,44.0,low
9:15:00 PM,31.0,Tuesday,64.0,14.0,10.0,6.0,94.0,low
4:00:00 PM,,Friday,73.0,0.0,3.0,0.0,100.0,low
1:15:00 AM,10.0,Tuesday,43.0,0.0,4.0,3.0,0.0,low
,19.0,Thursday,53.0,14.0,16.0,11.0,91.0,low
5:00:00 AM,23.0,,72.0,0.0,1.0,4.0,84.0,low
10:00:00 PM,4.0,Saturday,6.0,0.0,0.0,8.0,20.0,low
2:30:00 AM,22.0,Saturday,11.0,2.0,0.0,7.0,26.0,low
,,Tuesday,69.0,14.0,7.0,12.0,90.0,low
7:30:00 AM,13.0,,25.0,4.0,0.0,5.0,47.0,low
10:30:00 AM,12.0,Thursday,60.0,7.0,1.0,12.0,88.0,low
2:45:00 AM,,Saturday,11.0,3.0,0.0,10.0,26.0,low
12:45:00 AM,1.0,Wednesday,18.0,8.0,4.0,15.0,36.0,low
5:15:00 AM,13.0,Friday,60.0,14.0,10.0,13.0,88.0,low
1:45:00 AM,8.0,Wednesday,21.0,1.0,2.0,11.0,33.0,low
,3.0,Friday,24.0,5.0,0.0,7.0,46.0,low
2:15:00 AM,10.0,Tuesday,30.0,0.0,0.0,3.0,41.0,low
1:30:00 AM,12.0,Thursday,21.0,8.0,4.0,15.0,39.0,low
1:15:00 AM,9.0,,8.0,0.0,0.0,9.0,22.0,low
10:00:00 AM,23.0,Monday,23.0,11.0,11.0,11.0,41.0,low
4:45:00 PM,3.0,Friday,86.0,17.0,0.0,0.0,107.0,low
5:30:00 AM,7.0,Tuesday,65.0,5.0,8.0,4.0,85.0,low
4:30:00 AM,14.0,Saturday,72.0,6.0,3.0,5.0,98.0,low
2:15:00 PM,2.0,Thursday,69.0,12.0,11.0,9.0,104.0,low
3:45:00 PM,3.0,Friday,49.0,18.0,10.0,0.0,82.0,low
8:30:00 PM,27.0,,29.0,11.0,10.0,16.0,51.0,low
5:15:00 AM,15.0,Sunday,74.0,0.0,6.0,8.0,91.0,low
4:30:00 AM,3.0,Friday,44.0,25.0,6.0,15.0,75.0,low
1:00:00 AM,4.0,Saturday,16.0,1.0,1.0,11.0,31.0,low
11:30:00 PM,20.0,Friday,0.0,4.0,0.0,10.0,34.0,low
10:00:00 PM,4.0,Saturday,8.0,0.0,0.0,10.0,22.0,low
,16.0,Monday,58.0,11.0,4.0,7.0,92.0,low
5:30:00 AM,16.0,,96.0,7.0,8.0,10.0,106.0,low
2:00:00 AM,14.0,Saturday,22.0,4.0,2.0,14.0,36.0,low
6:00:00 AM,27.0,Friday,77.0,15.0,2.0,1.0,104.0,low
11:15:00 PM,10.0,Tuesday,14.0,0.0,0.0,0.0,26.0,low
3:15:00 PM,3.0,Friday,77.0,22.0,7.0,2.0,105.0,low
3:15:00 AM,10.0,Tuesday,35.0,1.0,5.0,5.0,43.0,low
4:30:00 AM,2.0,,105.0,0.0,0.0,0.0,108.0,low
2:00:00 AM,14.0,Saturday,20.0,2.0,0.0,12.0,34.0,low
7:45:00 PM,13.0,Friday,32.0,12.0,1.0,13.0,56.0,low
11:15:00 PM,16.0,Monday,18.0,4.0,0.0,0.0,33.0,low
3:30:00 AM,24.0,Tuesday,8.0,0.0,0.0,9.0,19.0,low
8:30:00 PM,13.0,Friday,24.0,5.0,8.0,3.0,34.0,low
6:00:00 AM,13.0,Friday,75.0,13.0,4.0,14.0,101.0,low
1:00:00 AM,28.0,Saturday,0.0,0.0,0.0,6.0,26.0,low
9:30:00 PM,16.0,Monday,50.0,16.0,0.0,5.0,89.0,low
,20.0,Friday,12.0,3.0,0.0,9.0,28.0,low
6:15:00 AM,3.0,Friday,64.0,15.0,8.0,14.0,89.0,low
,,Tuesday,65.0,10.0,3.0,8.0,86.0,low
9:45:00 PM,3.0,Friday,0.0,0.0,0.0,0.0,39.0,low
,27.0,,30.0,9.0,7.0,0.0,0.0,low
1:45:00 AM,10.0,Tuesday,42.0,4.0,4.0,5.0,55.0,low
1:00:00 AM,25.0,Wednesday,24.0,4.0,4.0,14.0,34.0,low
3:30:00 AM,5.0,Sunday,19.0,7.0,5.0,16.0,35.0,low
5:30:00 AM,7.0,Tuesday,61.0,1.0,4.0,0.0,81.0,low
10:15:00 PM,,Tuesday,11.0,0.0,0.0,11.0,0.0,low
10:00:00 PM,23.0,Monday,17.0,2.0,0.0,10.0,31.0,low
7:00:00 PM,25.0,,71.0,5.0,10.0,2.0,100.0,low
5:00:00 AM,19.0,,84.0,0.0,2.0,0.0,97.0,low
9:00:00 PM,27.0,,0.0,9.0,4.0,0.0,41.0,low
12:15:00 AM,20.0,Friday,15.0,5.0,2.0,13.0,32.0,low
4:30:00 AM,12.0,Thursday,47.0,19.0,2.0,0.0,77.0,low
8:45:00 PM,3.0,Friday,43.0,0.0,5.0,5.0,59.0,low
11:45:00 AM,6.0,,50.0,12.0,6.0,2.0,67.0,low
8:45:00 PM,13.0,Friday,29.0,1.0,7.0,5.0,42.0,low
5:15:00 PM,13.0,Friday,90.0,25.0,9.0,5.0,114.0,low
8:15:00 PM,20.0,Friday,52.0,4.0,2.0,6.0,58.0,low
8:45:00 PM,20.0,Friday,49.0,1.0,5.0,3.0,65.0,low
12:15:00 AM,20.0,Friday,19.0,9.0,6.0,17.0,36.0,low
7:30:00 AM,13.0,,27.0,6.0,0.0,7.0,49.0,low
,1.0,,56.0,0.0,3.0,0.0,80.0,low
4:15:00 AM,13.0,Friday,29.0,8.0,3.0,13.0,2.0,low
1:30:00 AM,10.0,Tuesday,38.0,1.0,2.0,5.0,43.0,low
1:15:00 AM,10.0,Tuesday,43.0,0.0,4.0,3.0,0.0,low
7:45:00 PM,14.0,Saturday,0.0,2.0,7.0,7.0,82.0,low
4:15:00 AM,24.0,Tuesday,74.0,13.0,6.0,1.0,96.0,low
8:45:00 AM,20.0,Friday,61.0,3.0,0.0,7.0,81.0,low
8:45:00 PM,13.0,Friday,34.0,6.0,12.0,10.0,47.0,low
9:45:00 AM,,Sunday,41.0,9.0,17.0,15.0,70.0,low
1:00:00 AM,3.0,Friday,16.0,3.0,3.0,13.0,29.0,low
8:45:00 PM,27.0,Friday,43.0,4.0,0.0,8.0,0.0,low
7:45:00 PM,13.0,Friday,28.0,8.0,0.0,9.0,52.0,low
,3.0,Friday,29.0,10.0,0.0,12.0,51.0,low
8:15:00 PM,6.0,Monday,51.0,0.0,0.0,4.0,88.0,low
11:15:00 PM,11.0,Wednesday,19.0,1.0,2.0,13.0,32.0,low
5:00:00 AM,21.0,Sunday,92.0,12.0,12.0,9.0,110.0,low
4:30:00 AM,12.0,Thursday,48.0,20.0,3.0,0.0,78.0,low
,30.0,Monday,40.0,20.0,3.0,7.0,76.0,low
3:30:00 AM,24.0,Tuesday,7.0,0.0,0.0,8.0,18.0,low
5:15:00 PM,13.0,Friday,90.0,25.0,9.0,5.0,114.0,low
6:45:00 PM,29.0,Sunday,66.0,8.0,10.0,11.0,95.0,low
,13.0,Friday,5.0,15.0,7.0,5.0,76.0,low
12:15:00 AM,20.0,Friday,17.0,7.0,4.0,15.0,34.0,low
9:00:00 PM,31.0,Tuesday,71.0,15.0,15.0,10.0,105.0,low
1:30:00 AM,10.0,Tuesday,33.0,0.0,0.0,0.0,38.0,low
5:15:00 AM,6.0,Monday,89.0,0.0,4.0,0.0,102.0,low
,3.0,Friday,0.0,8.0,0.0,10.0,49.0,low
7:00:00 PM,25.0,,78.0,12.0,17.0,9.0,107.0,low
8:45:00 PM,9.0,Thursday,57.0,10.0,6.0,1.0,86.0,low
1:30:00 AM,12.0,Thursday,17.0,4.0,0.0,11.0,35.0,low
,27.0,Friday,30.0,14.0,3.0,0.0,61.0,low
9:45:00 PM,27.0,Friday,29.0,6.0,5.0,6.0,37.0,low
1:00:00 AM,25.0,Wednesday,22.0,2.0,2.0,12.0,32.0,low
,,Saturday,9.0,19.0,5.0,8.0,50.0,low
12:45:00 AM,1.0,Wednesday,20.0,10.0,6.0,17.0,38.0,low
4:45:00 AM,16.0,Monday,89.0,0.0,0.0,0.0,100.0,low
7:00:00 PM,25.0,,79.0,13.0,18.0,10.0,108.0,low
5:15:00 PM,3.0,Friday,57.0,22.0,5.0,2.0,83.0,low
9:15:00 PM,3.0,Friday,36.0,3.0,7.0,3.0,49.0,low
9:30:00 PM,16.0,Monday,58.0,24.0,4.0,13.0,97.0,low
,23.0,,67.0,29.0,6.0,12.0,102.0,low
12:00:00 AM,19.0,Thursday,5.0,10.0,5.0,5.0,35.0,low
,19.0,Thursday,6.0,0.0,9.0,3.0,27.0,low
3:15:00 PM,,Friday,51.0,23.0,1.0,0.0,87.0,low
2:45:00 AM,,Saturday,9.0,1.0,0.0,8.0,24.0,low
,,Saturday,9.0,19.0,5.0,8.0,50.0,low
3:15:00 AM,8.0,,20.0,5.0,4.0,15.0,32.0,low
8:15:00 PM,23.0,,50.0,5.0,11.0,3.0,81.0,low
1:30:00 AM,10.0,Tuesday,32.0,0.0,0.0,0.0,37.0,low
4:30:00 AM,12.0,Thursday,49.0,21.0,4.0,0.0,79.0,low
2:15:00 PM,2.0,Thursday,75.0,18.0,17.0,15.0,110.0,low
7:45:00 PM,20.0,Friday,25.0,7.0,0.0,0.0,36.0,low
9:45:00 AM,,Sunday,36.0,4.0,12.0,10.0,65.0,low
9:15:00 PM,,Sunday,76.0,12.0,16.0,8.0,103.0,low
11:30:00 PM,,Saturday,12.0,3.0,0.0,10.0,30.0,low
10:15:00 PM,11.0,Wednesday,0.0,4.0,0.0,11.0,34.0,low
12:15:00 AM,20.0,Friday,13.0,3.0,0.0,11.0,30.0,low
,13.0,Friday,0.0,5.0,0.0,0.0,66.0,low
6:15:00 AM,3.0,Friday,59.0,10.0,3.0,9.0,84.0,low
2:45:00 AM,30.0,Monday,19.0,8.0,4.0,16.0,35.0,low
5:45:00 AM,6.0,Monday,78.0,14.0,3.0,8.0,109.0,low
8:45:00 AM,20.0,Friday,65.0,7.0,0.0,11.0,85.0,low
,20.0,,48.0,11.0,4.0,10.0,70.0,low
4:30:00 AM,,Wednesday,66.0,15.0,0.0,9.0,96.0,low
10:15:00 PM,11.0,Wednesday,0.0,5.0,0.0,12.0,35.0,low
3:00:00 AM,,Friday,15.0,0.0,0.0,7.0,28.0,low
5:45:00 AM,20.0,Friday,72.0,8.0,10.0,13.0,94.0,low
6:15:00 PM,27.0,Friday,45.0,18.0,0.0,0.0,69.0,low
1:45:00 AM,8.0,Wednesday,21.0,1.0,2.0,11.0,33.0,low
6:15:00 AM,3.0,Friday,58.0,9.0,2.0,8.0,83.0,low
5:15:00 AM,10.0,Tuesday,62.0,24.0,0.0,5.0,0.0,low
8:30:00 PM,,Tuesday,57.0,12.0,15.0,13.0,3.0,low
10:00:00 PM,23.0,Monday,17.0,2.0,0.0,10.0,31.0,low
7:15:00 PM,27.0,Friday,30.0,3.0,0.0,1.0,40.0,low
5:30:00 AM,7.0,Tuesday,66.0,6.0,9.0,5.0,86.0,low
2:15:00 AM,4.0,Saturday,12.0,3.0,2.0,13.0,24.0,low
5:30:00 AM,13.0,Friday,59.0,6.0,2.0,8.0,0.0,low
5:45:00 AM,22.0,Saturday,87.0,10.0,8.0,13.0,106.0,low
3:45:00 AM,1.0,Wednesday,11.0,0.0,0.0,9.0,24.0,low
5:45:00 AM,,Tuesday,64.0,0.0,2.0,0.0,97.0,low
,28.0,Saturday,21.0,8.0,9.0,1.0,51.0,low
6:15:00 AM,20.0,Friday,39.0,15.0,9.0,15.0,66.0,low
6:15:00 PM,27.0,Friday,51.0,24.0,2.0,1.0,75.0,low
,,Tuesday,61.0,6.0,0.0,4.0,82.0,low
5:15:00 AM,23.0,Monday,86.0,18.0,6.0,1.0,111.0,low
,20.0,Friday,23.0,6.0,6.0,17.0,37.0,low
12:30:00 AM,23.0,Monday,13.0,5.0,4.0,15.0,28.0,low
8:45:00 AM,20.0,Friday,67.0,9.0,1.0,13.0,87.0,low
6:15:00 AM,3.0,Friday,59.0,10.0,3.0,9.0,84.0,low
9:45:00 PM,3.0,Friday,5.0,10.0,10.0,6.0,49.0,low
,16.0,Monday,12.0,4.0,0.0,11.0,30.0,low
1:15:00 AM,12.0,Thursday,17.0,4.0,0.0,10.0,33.0,low
10:00:00 PM,23.0,Monday,22.0,7.0,4.0,15.0,36.0,low
5:15:00 AM,26.0,Thursday,67.0,30.0,8.0,3.0,3.0,low
,20.0,Friday,17.0,8.0,3.0,14.0,33.0,low
4:15:00 PM,27.0,Friday,57.0,22.0,4.0,0.0,91.0,low
11:45:00 PM,26.0,Thursday,21.0,1.0,2.0,1.0,34.0,low
12:00:00 AM,19.0,Thursday,2.0,7.0,2.0,2.0,32.0,low
3:00:00 AM,,Friday,14.0,0.0,0.0,6.0,27.0,low
11:30:00 PM,,Saturday,12.0,3.0,0.0,10.0,30.0,low
2:15:00 AM,10.0,Tuesday,34.0,0.0,4.0,7.0,45.0,low
1:30:00 AM,10.0,Tuesday,35.0,0.0,0.0,2.0,40.0,low
,24.0,Tuesday,38.0,9.0,12.0,7.0,75.0,low
7:30:00 PM,13.0,Friday,38.0,6.0,0.0,0.0,52.0,low
9:15:00 PM,13.0,Friday,23.0,3.0,0.0,8.0,37.0,low
8:15:00 PM,6.0,Monday,52.0,0.0,0.0,5.0,89.0,low
1:00:00 AM,25.0,Wednesday,16.0,0.0,0.0,6.0,26.0,low
4:15:00 PM,27.0,Friday,59.0,24.0,6.0,0.0,93.0,low
7:45:00 PM,14.0,Saturday,5.0,12.0,17.0,17.0,92.0,low
8:30:00 PM,,Tuesday,55.0,10.0,13.0,11.0,1.0,low
5:00:00 AM,7.0,Tuesday,70.0,26.0,10.0,6.0,103.0,low
8:30:00 AM,20.0,Friday,51.0,18.0,5.0,9.0,86.0,low
,27.0,Friday,29.0,13.0,2.0,0.0,60.0,low
5:30:00 AM,25.0,Wednesday,55.0,21.0,0.0,3.0,0.0,low
4:00:00 PM,,Friday,80.0,3.0,10.0,3.0,107.0,low
8:30:00 PM,,Tuesday,58.0,13.0,16.0,14.0,4.0,low
,,Saturday,15.0,25.0,11.0,14.0,56.0,low
5:45:00 AM,25.0,Wednesday,0.0,23.0,0.0,0.0,0.0,low
,19.0,Thursday,51.0,12.0,14.0,9.0,89.0,low
11:15:00 PM,10.0,Tuesday,13.0,0.0,0.0,0.0,25.0,low
10:15:00 PM,,Tuesday,12.0,1.0,0.0,12.0,0.0,low
11:00:00 PM,28.0,Saturday,21.0,4.0,5.0,16.0,34.0,low
11:45:00 AM,6.0,,55.0,17.0,11.0,7.0,72.0,low
1:00:00 AM,28.0,Saturday,0.0,0.0,0.0,10.0,30.0,low
8:30:00 PM,27.0,,26.0,8.0,7.0,13.0,48.0,low
,23.0,,60.0,22.0,0.0,5.0,95.0,low
9:15:00 PM,1.0,Wednesday,71.0,0.0,14.0,9.0,110.0,low
1:30:00 AM,10.0,Tuesday,41.0,4.0,5.0,8.0,46.0,low
,30.0,Monday,39.0,19.0,2.0,6.0,75.0,low
11:15:00 PM,11.0,Wednesday,21.0,3.0,4.0,15.0,34.0,low
5:30:00 AM,15.0,,97.0,9.0,8.0,5.0,107.0,low
9:00:00 PM,20.0,Friday,37.0,4.0,4.0,0.0,50.0,low
5:15:00 AM,15.0,Sunday,80.0,6.0,12.0,14.0,97.0,low
7:45:00 PM,13.0,Friday,32.0,12.0,1.0,13.0,56.0,low
,16.0,Monday,63.0,16.0,9.0,12.0,97.0,low
2:45:00 AM,,Saturday,15.0,7.0,3.0,14.0,30.0,low
5:45:00 AM,,Tuesday,65.0,0.0,3.0,0.0,98.0,low
,13.0,Friday,2.0,12.0,4.0,2.0,73.0,low
,20.0,Friday,32.0,5.0,0.0,10.0,49.0,low
4:00:00 AM,24.0,Tuesday,8.0,0.0,0.0,10.0,21.0,low
3:30:00 PM,15.0,Sunday,21.0,30.0,5.0,5.0,61.0,low
5:00:00 AM,7.0,Tuesday,66.0,22.0,6.0,2.0,99.0,low
,3.0,Friday,40.0,10.0,11.0,6.0,55.0,low
3:15:00 AM,8.0,,16.0,1.0,0.0,11.0,28.0,low
5:00:00 AM,31.0,Tuesday,61.0,21.0,6.0,7.0,92.0,low
1:15:00 AM,9.0,,7.0,0.0,0.0,8.0,21.0,low
1:00:00 AM,25.0,Wednesday,20.0,0.0,0.0,10.0,30.0,low
3:45:00 PM,15.0,Sunday,52.0,19.0,12.0,15.0,3.0,low
7:45:00 PM,14.0,Saturday,3.0,10.0,15.0,15.0,90.0,low
3:30:00 PM,25.0,Wednesday,72.0,27.0,5.0,10.0,106.0,low
4:15:00 AM,2.0,Thursday,52.0,13.0,8.0,6.0,85.0,low
7:15:00 PM,20.0,Friday,35.0,7.0,2.0,8.0,55.0,low
5:00:00 AM,2.0,Thursday,77.0,1.0,3.0,8.0,92.0,low
7:45:00 PM,3.0,Friday,0.0,9.0,0.0,1.0,46.0,low
7:00:00 PM,25.0,,78.0,12.0,17.0,9.0,107.0,low
2:00:00 AM,10.0,Tuesday,0.0,0.0,4.0,2.0,62.0,low
9:15:00 PM,31.0,Tuesday,64.0,14.0,10.0,6.0,94.0,low
2:45:00 AM,30.0,Monday,12.0,1.0,0.0,9.0,28.0,low
10:00:00 AM,23.0,Monday,23.0,11.0,11.0,11.0,41.0,low
7:45:00 PM,3.0,Friday,0.0,6.0,0.0,0.0,43.0,low
4:00:00 AM,2.0,,20.0,4.0,2.0,13.0,36.0,low
5:00:00 AM,19.0,,87.0,2.0,5.0,3.0,100.0,low
3:45:00 AM,1.0,Wednesday,11.0,0.0,0.0,9.0,24.0,low
8:45:00 PM,27.0,Friday,40.0,1.0,0.0,5.0,0.0,low
,24.0,Tuesday,36.0,7.0,10.0,5.0,73.0,low
1:00:00 AM,3.0,Friday,11.0,0.0,0.0,8.0,24.0,low
3:45:00 AM,1.0,Wednesday,14.0,1.0,0.0,12.0,27.0,low
4:30:00 AM,15.0,Sunday,73.0,27.0,7.0,5.0,1.0,low
7:45:00 PM,13.0,Friday,30.0,10.0,0.0,11.0,54.0,low
12:30:00 AM,10.0,Tuesday,48.0,2.0,5.0,8.0,57.0,low
2:00:00 PM,21.0,Sunday,0.0,15.0,14.0,4.0,80.0,low
,20.0,Friday,21.0,0.0,0.0,0.0,0.0,low
6:15:00 PM,27.0,Friday,53.0,26.0,4.0,3.0,77.0,low
3:15:00 AM,24.0,,12.0,4.0,3.0,14.0,27.0,low
12:30:00 AM,18.0,Wednesday,0.0,0.0,0.0,5.0,30.0,low
9:30:00 PM,16.0,Monday,53.0,19.0,0.0,8.0,92.0,low
7:45:00 PM,13.0,Friday,35.0,15.0,4.0,16.0,59.0,low
6:30:00 PM,13.0,Friday,62.0,24.0,0.0,0.0,0.0,low
3:45:00 PM,15.0,Sunday,52.0,19.0,12.0,15.0,3.0,low
3:45:00 AM,1.0,Wednesday,19.0,6.0,5.0,17.0,32.0,low
3:15:00 PM,3.0,Friday,75.0,20.0,5.0,0.0,103.0,low
11:15:00 PM,10.0,Tuesday,15.0,0.0,1.0,0.0,27.0,low
2:15:00 AM,10.0,Tuesday,32.0,0.0,2.0,5.0,43.0,low
7:15:00 PM,27.0,Friday,34.0,7.0,1.0,5.0,44.0,low
2:45:00 AM,30.0,Monday,14.0,3.0,0.0,11.0,30.0,low
6:15:00 AM,3.0,Friday,55.0,6.0,0.0,5.0,80.0,low
11:45:00 PM,26.0,Thursday,25.0,5.0,6.0,5.0,38.0,low
7:15:00 AM,27.0,Friday,49.0,16.0,0.0,8.0,87.0,low
9:00:00 PM,30.0,Monday,69.0,21.0,14.0,11.0,109.0,low
3:15:00 AM,24.0,,5.0,0.0,0.0,7.0,20.0,low
8:45:00 PM,20.0,Friday,50.0,2.0,6.0,4.0,66.0,low
8:15:00 PM,25.0,Wednesday,69.0,29.0,16.0,11.0,110.0,low
1:45:00 AM,23.0,Monday,22.0,8.0,5.0,15.0,35.0,low
5:30:00 PM,3.0,Friday,65.0,0.0,6.0,0.0,0.0,low
9:45:00 AM,,Sunday,36.0,4.0,12.0,10.0,65.0,low
9:45:00 AM,,Sunday,40.0,8.0,16.0,14.0,69.0,low
10:00:00 AM,23.0,Monday,21.0,9.0,9.0,9.0,39.0,low
1:45:00 AM,10.0,Tuesday,46.0,8.0,8.0,9.0,59.0,low
4:30:00 AM,20.0,Friday,32.0,20.0,11.0,15.0,63.0,low
10:00:00 PM,,Friday,14.0,0.0,0.0,6.0,26.0,low
6:00:00 PM,27.0,Friday,63.0,20.0,7.0,0.0,96.0,low
4:00:00 AM,2.0,,14.0,0.0,0.0,7.0,30.0,low
1:30:00 PM,19.0,Thursday,24.0,20.0,0.0,9.0,60.0,low
,,,51.0,24.0,1.0,0.0,84.0,low
3:45:00 PM,5.0,Sunday,59.0,20.0,18.0,11.0,3.0,low
8:30:00 PM,13.0,Friday,17.0,0.0,1.0,0.0,27.0,low
11:15:00 PM,,Friday,3.0,7.0,3.0,15.0,38.0,low
4:30:00 PM,3.0,Friday,61.0,27.0,10.0,2.0,94.0,low
,20.0,Friday,30.0,7.0,9.0,7.0,4.0,low
2:15:00 PM,9.0,Thursday,0.0,18.0,8.0,6.0,71.0,low
4:30:00 AM,15.0,Sunday,67.0,21.0,1.0,0.0,0.0,low
1:00:00 AM,28.0,Saturday,0.0,0.0,0.0,10.0,30.0,low
7:45:00 AM,20.0,Friday,52.0,9.0,2.0,10.0,79.0,low
3:30:00 PM,24.0,Tuesday,68.0,17.0,9.0,12.0,97.0,low
10:15:00 PM,25.0,Wednesday,20.0,4.0,3.0,14.0,32.0,low
1:30:00 AM,10.0,Tuesday,40.0,3.0,4.0,7.0,45.0,low
,14.0,Saturday,58.0,18.0,8.0,6.0,3.0,low
